Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,6,1,1,Import,454,Malawi,MWI,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,24140,,,,24140,,20334,,,0
H5,2020,2020,2020,6,1,2,Export,454,Malawi,MWI,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,23350,,,,23350,,25736,,,0
H5,2020,2020,2020,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,382638485,,,,382638485,,120762620,,,0
H5,2020,2020,2020,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3787505,,,,3787505,,1291358,,,0
H5,2020,2020,2020,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,16545,,,,16545,,19392,,,0
H5,2020,2020,2020,6,1,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,305460,,,,305460,,89620,,,0
H5,2020,2020,2020,6,1,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,402983,,,,408840,,189891,,,0
H5,2020,2020,2020,6,1,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,63935307,,,,63935307,,20131496,,,0
H5,2020,2020,2020,6,1,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2389024,,,,2389024,,758193,,,0
H5,2020,2020,2020,6,1,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,158390,,,,158390,,55439,,,0
H5,2020,2020,2020,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,453039,,,,453039,,145756,,,0
H5,2020,2020,2020,6,1,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,120892,,,,120892,,25473,,,0
H5,2020,2020,2020,6,1,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,4256884,,,,4256884,,1639739,,,0
H5,2020,2020,2020,6,1,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,540,,,,540,,1055,,,0
H5,2020,2020,2020,6,1,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,67681,,,6
H5,2020,2020,2020,6,1,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,1729556,,,,1729556,,322261,,,0
H5,2020,2020,2020,6,1,3,Re-Export,516,Namibia,NAM,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,153984,,,,153984,,23827,,,0
H5,2020,2020,2020,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,352358958,,,,352358958,,76168666,,,0
H5,2020,2020,2020,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,238626167,,,,238626167,,72374587,,,0
H5,2020,2020,2020,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,67358,,,,67358,,53672,,,0
H5,2020,2020,2020,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,16372503,,,,16372503,,3043525,,,0
H5,2020,2020,2020,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,20070,,,,20070,,8976,,,0
H5,2020,2020,2020,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,163708,,,,163708,,93322,,,0
H5,2020,2020,2020,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,671733,,,,671733,,284414,,,0
H5,2020,2020,2020,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2372842,,,,2372842,,1505541,,,0
H5,2020,2020,2020,6,1,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,33144110,,,,33144110,,5024102,,,0
H5,2020,2020,2020,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2203186,,,,2203186,,737801,,,0
H5,2020,2020,2020,6,1,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,278873,,,,278873,,269701,,,0
H5,2020,2020,2020,6,1,4,Re-Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,36270,,,,36270,,6693,,,0
H5,2020,2020,2020,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,456978,,,,456978,,127944,,,0
H5,2020,2020,2020,6,1,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,15000,,,,15000,,13400,,,0
H5,2020,2020,2020,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2108905,,,,2108905,,1056140,,,0
H5,2020,2020,2020,6,1,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,52990,,,,52990,,6339,,,0
H5,2020,2020,2020,6,1,1,Import,608,Philippines,PHL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2749997,,,,2749997,,654562,,,6
H5,2020,2020,2020,6,1,2,Export,608,Philippines,PHL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,50046524,,,,50046524,,43987713,,,0
H5,2020,2020,2020,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,54184755,,,,54184755,,21762064,,,0
H5,2020,2020,2020,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,90971299,,,,90971299,,29645604,,,6
H5,2020,2020,2020,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,11895621,,,,11895621,,3530331,,,0
H5,2020,2020,2020,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,17533036,,,,17533036,,10385199,,,0
H5,2020,2020,2020,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3745963,,,,3745963,,1276703,,,0
H5,2020,2020,2020,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3800692,,,,3800692,,1760739,,,0
H5,2020,2020,2020,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,9250625,,,,9250625,,2572357,,,0
H5,2020,2020,2020,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,15978101,,,,15978101,,1683852,,,0
H5,2020,2020,2020,6,1,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,770219,,,,770219,,101531,,,0
H5,2020,2020,2020,6,1,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3461259,,,,3461259,,526814,,,0
H5,2020,2020,2020,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,17474330,,,,17474330,,3404906,,,0
H5,2020,2020,2020,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2547715,,,,2547715,,579195,,,0
H5,2020,2020,2020,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,338800,,,,338800,,119278,,,0
H5,2020,2020,2020,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,27883,,,,27883,,14714,,,0
H5,2020,2020,2020,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3371513,,,,3371513,,1142687,,,6
H5,2020,2020,2020,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,24538162,,,,24538162,,7669216,,,6
H5,2020,2020,2020,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,6071957,,,,6071957,,513505,,,0
H5,2020,2020,2020,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,8832414,,,,8832414,,1749213,,,6
H5,2020,2020,2020,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,117998545,,,,117998545,,39992564,,,6
H5,2020,2020,2020,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,6231264,,,,6231264,,1947534,,,6
H5,2020,2020,2020,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,56884300,,,,56884300,,9449526,,,0
H5,2020,2020,2020,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,56637369,,,,56637369,,12290759,,,0
H5,2020,2020,2020,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,3422718,,,,3422718,,574787,,,0
H5,2020,2020,2020,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,518086,,,,518086,,353673,,,0
H5,2020,2020,2020,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,406100,,,,406100,,308781,,,0
H5,2020,2020,2020,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,46519512,,,,46519512,,12627985,,,0
H5,2020,2020,2020,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,44603362,,,,44603362,,17559879,,,0
H5,2020,2020,2020,6,1,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,36983,,,,36983,,4231,,,0
H5,2020,2020,2020,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,3748734,,,6
H5,2020,2020,2020,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,48469834,,,,48469834,,5738244,,,6
H5,2020,2020,2020,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,12312430,,,,12312430,,3816593,,,0
H5,2020,2020,2020,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,19431536,,,,19431536,,3109116,,,0
H5,2020,2020,2020,6,1,4,Re-Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,42082,,,,42082,,28787,,,0
H5,2020,2020,2020,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,9610344,,,,9610344,,1188619,,,0
H5,2020,2020,2020,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,4101709,,,,4101709,,1083089,,,6
H5,2020,2020,2020,6,1,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,11609,,,,167180,,98305,,,0
H5,2020,2020,2020,6,1,2,Export,768,Togo,TGO,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,1835,,,,27100,,22765,,,0
H5,2020,2020,2020,6,1,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,56297,,,6
H5,2020,2020,2020,6,1,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,377664,,,,377664,,242704,,,0
H5,2020,2020,2020,6,1,3,Re-Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,398,,,,398,,41445,,,0
H5,2020,2020,2020,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,438134962,,,,438134962,,72258760,,,0
H5,2020,2020,2020,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,577037,,,,577037,,291799,,,0
H5,2020,2020,2020,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,20119,,,,20119,,1560,,,0
H5,2020,2020,2020,6,1,1,Import,804,Ukraine,UKR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,21210550,,,,21210550,,4017043,,,0
H5,2020,2020,2020,6,1,2,Export,804,Ukraine,UKR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,13225,,,,13225,,7866,,,0
H5,2020,2020,2020,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,1572946,,,,1572946,,449981,,,0
H5,2020,2020,2020,6,1,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,1275580,,,,1275580,,465779,,,0
H5,2020,2020,2020,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,32017446,,,6
H5,2020,2020,2020,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,56069763,,,6
H5,2020,2020,2020,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,29275586,,,6
H5,2020,2020,2020,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,83497836,,,6
H5,2020,2020,2020,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,644030,,,,644030,,413314,,,0
H5,2020,2020,2020,6,1,2,Export,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,30000,,,,30000,,3494,,,0
H5,2020,2020,2020,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,74910,,,,74910,,38103,,,0
H5,2020,2020,2020,6,1,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,23084340,,,,23084340,,3308330,,,0
H5,2020,2020,2020,6,1,2,Export,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,19240,,,,19240,,12176,,,0
H5,2020,2020,2020,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,7190,,,,7190,,4922,,,0
H4,2020,2020,2020,6,1,1,Import,270,Gambia,GMB,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,11223,,,,11223,,20293,,,0
H4,2020,2020,2020,6,1,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,0,,,,,,4844058,,,0
H4,2020,2020,2020,6,1,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,70249241,,,,70249241,,22640202,,,6
H4,2020,2020,2020,6,1,1,Import,566,Nigeria,NGA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,6039005,,,,6039005,,5171486,,,0
H4,2020,2020,2020,6,1,2,Export,566,Nigeria,NGA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,74369350,,,,74369350,,348047,,,0
H4,2020,2020,2020,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,122320,,,,122320,,102799,,,0
H4,2020,2020,2020,6,1,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,20843415,,,,20843415,,11309538,,,0
H4,2020,2020,2020,6,1,1,Import,762,Tajikistan,TJK,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,61003,,,,61003,,45355,,,0
H4,2020,2020,2020,6,1,1,Import,818,Egypt,EGY,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,2423115,,,,2423115,,821252,,,6
H4,2020,2020,2020,6,1,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,6090,,,,6090,,1903,,,6
